Bag number,,,Volume,Raw,Dilution,Volume,Raw,Dilution,Volume,,
5,7/12/2017,1-30,17,0.5321,1.0642,0.0181,0.2537,0.5074,0.0086258,,
5,7/12/2017,1-50,30,0.5082,1.0164,0.0305,0.1741,0.3482,0.010446,Greater than,
5,7/12/2017,2-10,2,,,,,,,,
5,7/12/2017,2-30,1,,,,,,,Less than,
5,7/12/2017,2-50,30,1.0300,2.0600,0.0618,0.2549,0.5098,0.015294,Greater than,
5,7/12/2017,3-10,30,0.6826,1.3652,0.0410,0.0803,0.1605,0.0048156,Greater than,
5,7/12/2017,3-30,29,0.3980,0.7960,0.0231,0.0621,0.1242,0.00360238,,
5,7/12/2017,3-50,30,0.5230,1.0460,0.0314,0.0718,0.1436,0.0043092,Greater than,
5,7/12/2017,4-10,6,1.4690,2.9380,0.0176,0.3243,0.6486,0.0038916,,
5,7/12/2017,4-30,18,0.6058,1.2116,0.0218,0.0651,0.1302,0.00234288,,
5,7/12/2017,4-50,1,,,,,,,Less than,
5,7/12/2017,5-10,16,0.8945,1.7890,0.0286,0.6533,1.3066,0.0209056,,
5,7/12/2017,5-30,2,,,,,,,,
5,7/12/2017,5-50,30,0.4283,0.8566,0.0257,0.1854,0.3708,0.011124,Greater than,
5,7/12/2017,6-10,9,0.6648,1.3296,0.0120,0.2651,0.5302,0.0047718,,
5,7/12/2017,6-30,1,,,,,,,,
5,7/12/2017,6-50,15,0.8292,1.6584,0.0249,0.1608,0.3216,0.004824,,
5,7/25/2017,1-10,0,,,,,,,Syringe stick came loose for plot 1 10 cm.,
5,7/25/2017,1-30,8,0.9797,1.9594,0.0157,0.2880,0.5760,0.004608,,
5,7/25/2017,1-50,22,0.6165,1.2330,0.0271,0.2126,0.4252,0.0093544,,
5,7/25/2017,2-10,0,,,,,,,(dry),
5,7/25/2017,2-30,0,,,,,,,(dry),
5,7/25/2017,2-50,10,1.2060,2.4120,0.0241,0.1864,0.3728,0.003728,,
5,7/25/2017,3-10,21,0.7217,1.4434,0.0303,0.0932,0.1865,0.00391566,,
5,7/25/2017,3-30,19,0.5514,1.1028,0.0210,0.0877,0.1754,0.0033326,,
5,7/25/2017,3-50,23,0.7795,1.5590,0.0359,0.1638,0.3276,0.0075348,,
5,7/25/2017,4-10,0,,,,,,,(dry),
5,7/25/2017,4-30,1,,,,,,,Less than,
5,7/25/2017,4-50,0,,,,,,,(dry),
5,7/25/2017,5-10,9,0.9170,1.8340,0.0165,1.9050,3.8100,0.03429,,
5,7/25/2017,5-30,1,,,,,,,,
5,7/25/2017,5-50,30,0.4630,0.9260,0.0278,0.1624,0.3248,0.009744,Greater than,
5,7/25/2017,6-10,3,,,,,,,,
5,7/25/2017,6-30,0,,,,,,,(dry),
5,7/25/2017,6-50,7,1.0160,2.0320,0.0142,0.2642,0.5284,0.0036988,,
5,8/9/2017,1-10,10,0.8505,1.7010,0.0170,0.0638,0.1276,0.0012762,,
5,8/9/2017,1-30,25,0.4419,0.8838,0.0221,0.2139,0.4278,0.010695,,
5,8/9/2017,1-50,30,0.4790,0.9580,0.0287,0.1575,0.3150,0.00945,Greater than,
5,8/9/2017,2-10,1,,,,,,,Less than,
5,8/9/2017,2-30,3,,,,,,,,
5,8/9/2017,2-50,9,0.8984,1.7968,0.0162,0.2196,0.4392,0.0039528,,
5,8/9/2017,3-10,28,0.5392,1.0784,0.0302,0.0674,0.1348,0.00377496,,
5,8/9/2017,3-30,27,0.5662,1.1324,0.0306,0.0441,0.0882,0.00238032,,
5,8/9/2017,3-50,30,0.5654,1.1308,0.0339,0.0385,0.0771,0.0023124,Greater than,
5,8/9/2017,4-10,3,,,,,,,,
5,8/9/2017,4-30,14,0.6382,1.2764,0.0179,0.1018,0.2036,0.0028504,,
5,8/9/2017,4-50,0,,,,,,,,
5,8/9/2017,5-10,12,1.0180,2.0360,0.0244,0.6929,1.3858,0.0166296,,
5,8/9/2017,5-30,3,,,,,,,,
5,8/9/2017,5-50,30,0.3726,0.7452,0.0224,0.1272,0.2544,0.007632,Greater than,
5,8/9/2017,6-10,8,0.8272,1.6544,0.0132,0.0631,0.1262,0.00100992,,
5,8/9/2017,6-30,0,,,,,,,,
5,8/9/2017,6-50,14,0.6477,1.2954,0.0181,0.0680,0.1360,0.00190372,,
6,8/23/2017,1-10,9,1.0660,2.1320,0.0192,0.1903,0.3806,0.0034254,,
6,8/23/2017,1-30,18,0.5982,1.1964,0.0215,0.2705,0.5410,0.009738,,
6,8/23/2017,1-50,30,0.4985,0.9970,0.0299,0.1677,0.3354,0.010062,Greater than,
6,8/23/2017,2-10,1,,,,,,,Less than,
6,8/23/2017,2-30,1,,,,,,,,
6,8/23/2017,2-50,23,0.6228,1.2456,0.0286,0.1674,0.3348,0.0077004,,
6,8/23/2017,3-10,24,0.6147,1.2294,0.0295,0.1836,0.3672,0.0088128,,
6,8/23/2017,3-30,24,0.5480,1.0960,0.0263,0.0735,0.1469,0.0035256,,
6,8/23/2017,3-50,30,0.5080,1.0160,0.0305,0.0379,0.0758,0.0022746,Greater than,
6,8/23/2017,4-10,3,,,,,,,,
6,8/23/2017,4-30,11,0.8507,1.7014,0.0187,0.1390,0.2780,0.003058,,
6,8/23/2017,4-50,0,,,,,,,Plot 4 50cm needs to be replaced,
6,8/23/2017,5-10,10,0.9051,1.8102,0.0181,0.2984,0.5968,0.005968,,
6,8/23/2017,5-30,1,,,,,,,,
6,8/23/2017,5-50,30,0.4291,0.8582,0.0257,0.1203,0.2406,0.007218,Greater than,
6,8/23/2017,6-10,0,,,,,,,,
6,8/23/2017,6-30,0,,,,,,,,
6,8/23/2017,6-50,15,0.6315,1.2630,0.0189,0.0860,0.1721,0.0025812,,
6,10/20/2017,1-10,15,1.2610,2.5220,0.0378,3.2090,6.4180,0.09627,First sampling post H. Irma and Maria,
6,10/20/2017,1-30,29,0.7015,1.4030,0.0407,1.0170,2.0340,0.058986,First sampling post H. Irma and Maria,
6,10/20/2017,1-50,30,0.7258,1.4516,0.0435,0.6048,1.2096,0.036288,Greater than. First sampling post H. Irma and Maria,
6,10/20/2017,2-10,3,,,,,,,First sampling post H. Irma and Maria,
6,10/20/2017,2-30,6,2.0320,4.0640,0.0244,0.7151,1.4302,0.0085812,First sampling post H. Irma and Maria,
6,10/20/2017,2-50,30,0.9278,1.8556,0.0557,0.4161,0.8322,0.024966,Greater than. First sampling post H. Irma and Maria,
6,10/20/2017,3-10,25,1.1160,2.2320,0.0558,0.3777,0.7554,0.018885,First sampling post H. Irma and Maria,
6,10/20/2017,3-30,28,0.7771,1.5542,0.0435,0.1047,0.2094,0.0058632,First sampling post H. Irma and Maria,
6,10/20/2017,3-50,28,0.9939,1.9878,0.0557,0.0984,0.1968,0.00550984,First sampling post H. Irma and Maria,
6,10/20/2017,4-10,30,1.0210,2.0420,0.0613,0.9365,1.8730,0.05619,Greater than. First sampling post H. Irma and Maria,
6,10/20/2017,4-30,21,0.8576,1.7152,0.0360,1.4050,2.8100,0.05901,First sampling post H. Irma and Maria,
6,10/20/2017,4-50,0,,,,,,,"First sampling post H. Irma and Maria, broken",
6,10/20/2017,5-10,0,,,,,,,"First sampling post H. Irma and Maria, broken",
6,10/20/2017,5-30,0,,,,,,,First sampling post H. Irma and Maria,
6,10/20/2017,5-50,30,0.6891,1.3782,0.0413,0.2926,0.5852,0.017556,Greater than. First sampling post H. Irma and Maria,
6,10/20/2017,6-10,2,,,,,,,First sampling post H. Irma and Maria,
6,10/20/2017,6-30,1,,,,,,,First sampling post H. Irma and Maria,
6,10/20/2017,6-50,22,0.8187,1.6374,0.0360,0.5998,1.1996,0.0263912,First sampling post H. Irma and Maria,
6,11/22/2017,1-10,14,1.0200,2.0400,0.0286,0.2989,0.5978,0.0083692,Most damaged ones were repaired,
6,11/22/2017,1-30,31,0.5388,1.0776,0.0334,1.6600,3.3200,0.10292,Most damaged ones were repaired,
6,11/22/2017,1-50,30,0.4577,0.9154,0.0275,1.3170,2.6340,0.07902,Greater than. Most damaged ones were repaired,
6,11/22/2017,2-10,17,1.0610,2.1220,0.0361,1.5060,3.0120,0.051204,Most damaged ones were repaired,
6,11/22/2017,2-30,6,1.0040,2.0080,0.0120,1.4310,2.8620,0.017172,Most damaged ones were repaired,
6,11/22/2017,2-50,30,0.6678,1.3356,0.0401,0.6202,1.2404,0.037212,Greater than. Most damaged ones were repaired,
6,11/22/2017,3-10,29,0.8582,1.7164,0.0498,0.9489,1.8978,0.0550362,Most damaged ones were repaired,
6,11/22/2017,3-30,30,0.4723,0.9446,0.0283,0.3347,0.6694,0.020082,Greater than. Most damaged ones were repaired,
6,11/22/2017,3-50,30,0.6291,1.2582,0.0377,0.2380,0.4760,0.01428,Most damaged ones were repaired,
6,11/22/2017,4-10,19,1.3580,2.7160,0.0516,0.3883,0.7766,0.0147554,Most damaged ones were repaired,
6,11/22/2017,4-30,26,1.2270,2.4540,0.0638,1.3400,2.6800,0.06968,Most damaged ones were repaired,
6,11/22/2017,4-50,30,0.6451,1.2902,0.0387,0.4819,0.9638,0.028914,Greater than. Most damaged ones were repaired,
6,11/22/2017,5-10,30,0.6854,1.3708,0.0411,1.6080,3.2160,0.09648,Greater than. Most damaged ones were repaired,
6,11/22/2017,5-30,30,0.4421,0.8842,0.0265,2.4120,4.8240,0.14472,Greater than. Most damaged ones were repaired,
6,11/22/2017,5-50,30,0.4498,0.8996,0.0270,0.7221,1.4442,0.043326,Greater than. Most damaged ones were repaired,
6,11/22/2017,6-10,3,1.6480,3.2960,0.0099,1.8100,3.6200,0.01086,Most damaged ones were repaired,
6,11/22/2017,6-30,7,2.1190,4.2380,0.0297,2.9110,5.8220,0.040754,Most damaged ones were repaired,
6,11/22/2017,6-50,0,,,,,,,Most damaged ones were repaired,
6,12/6/2017,1-10,30,0.7791,1.5582,0.0467,0.1291,0.2582,0.007746,Greater than,
6,12/6/2017,1-30,30,0.5421,1.0842,0.0325,1.4060,2.8120,0.08436,Greater than,
6,12/6/2017,1-50,30,0.5119,1.0238,0.0307,1.2880,2.5760,0.07728,Greater than,
6,12/6/2017,2-10,30,0.6068,1.2136,0.0364,1.4590,2.9180,0.08754,Greater than,
6,12/6/2017,2-30,5,2.0390,4.0780,0.0204,1.7430,3.4860,0.01743,,
6,12/6/2017,2-50,30,2.0330,4.0660,0.1220,0.7805,1.5610,0.04683,Greater than,
6,12/6/2017,3-10,30,1.8940,3.7880,0.1136,0.5077,1.0154,0.030462,Greater than,
6,12/6/2017,3-30,30,0.4453,0.8906,0.0267,0.4853,0.9706,0.029118,Greater than,
6,12/6/2017,3-50,30,0.7581,1.5162,0.0455,0.5083,1.0166,0.030498,Greater than,
6,12/6/2017,4-10,30,1.4760,2.9520,0.0886,0.7964,1.5928,0.047784,Greater than,
6,12/6/2017,4-30,30,0.3916,0.7832,0.0235,0.7805,1.5610,0.04683,Greater than,
6,12/6/2017,4-50,30,0.5776,1.1552,0.0347,0.5734,1.1468,0.034404,Greater than,
6,12/6/2017,5-10,30,0.7447,1.4894,0.0447,4.0450,8.0900,0.2427,Greater than,
6,12/6/2017,5-30,30,0.5009,1.0018,0.0301,2.6060,5.2120,0.15636,Greater than,
6,12/6/2017,5-50,30,0.4703,0.9406,0.0282,0.9590,1.9180,0.05754,Greater than,
6,12/6/2017,6-10,9,1.6440,3.2880,0.0296,2.3780,4.7560,0.042804,,
6,12/6/2017,6-30,30,1.1720,2.3440,0.0703,1.8610,3.7220,0.11166,Greater than,
6,12/6/2017,6-50,30,0.6303,1.2606,0.0378,1.4650,2.9300,0.0879,Greater than,
7,1/3/2018,1-10,12,0.8692,1.7384,0.0209,0.1316,0.2632,0.0031584,,
7,1/3/2018,1-30,25,0.5830,1.1660,0.0292,0.8258,1.6516,0.04129,,
7,1/3/2018,1-50,30,0.6057,1.2114,0.0363,1.2180,2.4360,0.07308,,
7,1/3/2018,2-10,19,0.6891,1.3782,0.0262,1.3490,2.6980,0.051262,,
7,1/3/2018,2-30,5,1.2370,2.4740,0.0124,1.5670,3.1340,0.01567,,
7,1/3/2018,2-50,30,0.6096,1.2192,0.0366,0.7777,1.5554,0.046662,,
7,1/3/2018,3-10,26,0.8870,1.7740,0.0461,0.6488,1.2976,0.0337376,,
7,1/3/2018,3-30,24,0.6232,1.2464,0.0299,0.1720,0.3440,0.008256,,
7,1/3/2018,3-50,25,0.6942,1.3884,0.0347,0.5996,1.1992,0.02998,,
7,1/3/2018,4-10,7,1.4400,2.8800,0.0202,0.2484,0.4968,0.0034776,,
7,1/3/2018,4-30,21,0.7532,1.5064,0.0316,0.9745,1.9490,0.040929,,
7,1/3/2018,4-50,0,,,,,,,,
7,1/3/2018,5-10,30,0.8645,1.7290,0.0519,2.5850,5.1700,0.1551,,
7,1/3/2018,5-30,30,0.4973,0.9946,0.0298,3.3430,6.6860,0.20058,,
7,1/3/2018,5-30,30,0.4230,0.8460,0.0254,1.2290,2.4580,0.07374,,
7,1/3/2018,6-10,3,,,,,,,,
7,1/3/2018,6-30,7,1.3540,2.7080,0.0190,2.7090,5.4180,0.037926,,
7,1/3/2018,6-50,21,1.0200,2.0400,0.0428,2.0100,4.0200,0.08442,,
7,1/17/2018,1-10,30,0.6706,1.3412,0.0402,0.1034,0.2068,0.006204,Greater than,
7,1/17/2018,1-30,21,0.5587,1.1174,0.0235,0.4517,0.9034,0.0189714,,
7,1/17/2018,1-50,30,0.8067,1.6134,0.0484,0.7715,1.5430,0.04629,Greater than,
7,1/17/2018,2-10,20,0.6268,1.2536,0.0251,0.6468,1.2936,0.025872,,
7,1/17/2018,2-30,6,1.1490,2.2980,0.0138,1.6130,3.2260,0.019356,,
7,1/17/2018,2-50,30,0.9452,1.8904,0.0567,0.6220,1.2440,0.03732,Greater than,
7,1/17/2018,3-10,30,0.9949,1.9898,0.0597,0.2306,0.4612,0.013836,Greater than,
7,1/17/2018,3-30,27,0.7469,1.4938,0.0403,0.0855,0.1710,0.00461808,,
7,1/17/2018,3-50,26,0.7704,1.5408,0.0401,0.5407,1.0814,0.0281164,,
7,1/17/2018,4-10,30,1.4760,2.9520,0.0886,0.1713,0.3426,0.010278,Greater than,
7,1/17/2018,4-30,25,0.7278,1.4556,0.0364,0.3912,0.7824,0.01956,,
7,1/17/2018,4-50,4,,,,,,,,
7,1/17/2018,5-10,30,0.9108,1.8216,0.0546,0.6116,1.2232,0.036696,Greater than,
7,1/17/2018,5-30,30,0.6587,1.3174,0.0395,3.5890,7.1780,0.21534,Greater than,
7,1/17/2018,5-50,30,0.4954,0.9908,0.0297,1.3560,2.7120,0.08136,Greater than,
7,1/17/2018,6-10,5,,,,,,,,
7,1/17/2018,6-30,19,0.8337,1.6674,0.0317,3.2250,6.4500,0.12255,,
7,1/17/2018,6-50,30,0.7872,1.5744,0.0472,1.7000,3.4000,0.102,Greater than,
7,1/30/2018,1-10,17,0.8651,1.7302,0.0294,0.1947,0.3894,0.0066198,,
7,1/30/2018,1-30,29,0.5346,1.0692,0.0310,0.2886,0.5772,0.0167388,,
7,1/30/2018,1-50,30,0.5234,1.0468,0.0314,0.8375,1.6750,0.05025,Greater than,
7,1/30/2018,2-10,21,0.7692,1.5384,0.0323,0.4930,0.9860,0.020706,,
7,1/30/2018,2-30,4,,,,,,,,
7,1/30/2018,2-50,30,1.0060,2.0120,0.0604,0.6152,1.2304,0.036912,Greater than,
7,1/30/2018,3-10,30,0.8140,1.6280,0.0488,0.1822,0.3644,0.010932,Greater than,
7,1/30/2018,3-30,27,0.5179,1.0358,0.0280,0.0865,0.1730,0.00467046,,
7,1/30/2018,3-50,22,0.6804,1.3608,0.0299,0.5000,1.0000,0.022,,
7,1/30/2018,4-10,30,1.4220,2.8440,0.0853,0.2370,0.4740,0.01422,,
7,1/30/2018,4-30,22,0.6656,1.3312,0.0293,0.1882,0.3764,0.0082808,,
7,1/30/2018,4-50,24,0.8055,1.6110,0.0387,0.3655,0.7310,0.017544,,
7,1/30/2018,5-10,30,0.6942,1.3884,0.0417,0.3941,0.7882,0.023646,Greater than,
7,1/30/2018,5-30,30,0.4679,0.9358,0.0281,3.2240,6.4480,0.19344,Greater than,
7,1/30/2018,5-50,30,0.4096,0.8192,0.0246,1.4140,2.8280,0.08484,Greater than,
7,1/30/2018,6-10,5,3.3870,6.7740,0.0339,0.1728,0.3456,0.001728,,
7,1/30/2018,6-30,6,1.0380,2.0760,0.0125,3.7220,7.4440,0.044664,,
7,1/30/2018,6-50,26,0.5688,1.1376,0.0296,2.0440,4.0880,0.106288,,
7,2/13/2018,1-10,14,0.7676,1.5352,0.0215,0.2100,0.4200,0.00588,,
7,2/13/2018,1-30,15,1.0150,2.0300,0.0305,0.4133,0.8266,0.012399,,
7,2/13/2018,1-50,21,0.9400,1.8800,0.0395,0.5472,1.0944,0.0229824,,
7,2/13/2018,2-10,28,0.6137,1.2274,0.0344,0.6715,1.3430,0.037604,,
7,2/13/2018,2-30,1,,,,,,,,
7,2/13/2018,2-50,30,1.2550,2.5100,0.0753,0.7646,1.5292,0.045876,Greater than,
7,2/13/2018,3-10,21,0.7146,1.4292,0.0300,0.3673,0.7346,0.0154266,,
7,2/13/2018,3-30,17,0.5966,1.1932,0.0203,0.4770,0.9540,0.016218,,
7,2/13/2018,3-50,15,0.8367,1.6734,0.0251,0.6818,1.3636,0.020454,,
7,2/13/2018,4-10,30,1.2420,2.4840,0.0745,0.1718,0.3436,0.010308,Greater than,
7,2/13/2018,4-30,21,0.7045,1.4090,0.0296,0.4198,0.8396,0.0176316,,
7,2/13/2018,4-50,30,0.9424,1.8848,0.0565,0.3495,0.6990,0.02097,Greater than,
7,2/13/2018,5-10,30,1.9660,3.9320,0.1180,0.9517,1.9034,0.057102,Greater than,
7,2/13/2018,5-30,30,0.4577,0.9154,0.0275,2.6440,5.2880,0.15864,Greater than,
7,2/13/2018,5-50,30,0.4429,0.8858,0.0266,1.6090,3.2180,0.09654,Greater than,
7,2/13/2018,6-10,4,,,,,,,,
7,2/13/2018,6-30,7,,,,,,,,
7,2/13/2018,6-50,30,0.7418,1.4836,0.0445,1.8230,3.6460,0.10938,Greater than,
7,2/27/2018,1-10,17,0.7897,1.5794,0.0268,0.0925,0.1851,0.00314636,,
7,2/27/2018,1-30,20,0.6270,1.2540,0.0251,0.2478,0.4956,0.009912,,
7,2/27/2018,1-50,30,1.2020,2.4040,0.0721,0.3527,0.7054,0.021162,Greater than,
7,2/27/2018,2-10,22,0.6581,1.3162,0.0290,0.4375,0.8750,0.01925,,
7,2/27/2018,2-30,7,,,,,,,,
7,2/27/2018,2-50,30,1.3810,2.7620,0.0829,0.7473,1.4946,0.044838,Greater than,
7,2/27/2018,3-10,27,0.5321,1.0642,0.0287,0.0445,0.0889,0.0024003,,
7,2/27/2018,3-30,25,0.5780,1.1560,0.0289,0.1171,0.2342,0.005855,,
7,2/27/2018,3-50,22,0.6735,1.3470,0.0296,0.4933,0.9866,0.0217052,,
7,2/27/2018,4-10,30,1.0610,2.1220,0.0637,0.1447,0.2894,0.008682,Greater than,
7,2/27/2018,4-30,25,0.6810,1.3620,0.0341,0.1427,0.2854,0.007135,,
7,2/27/2018,4-50,1,,,,,,,,
7,2/27/2018,5-10,30,0.7528,1.5056,0.0452,0.3497,0.6994,0.020982,Greater than,
7,2/27/2018,5-30,30,0.5039,1.0078,0.0302,2.0640,4.1280,0.12384,Greater than,
7,2/27/2018,5-50,30,0.5011,1.0022,0.0301,1.3720,2.7440,0.08232,Greater than,
7,2/27/2018,6-10,9,1.2070,2.4140,0.0217,1.7610,3.5220,0.031698,,
7,2/27/2018,6-30,7,1.0340,2.0680,0.0145,2.7580,5.5160,0.038612,,
7,2/27/2018,6-50,25,0.6341,1.2682,0.0317,1.7060,3.4120,0.0853,,
8,3/14/2018,1-10,0,,,,,,,,
8,3/14/2018,1-30,3,,,,,,,,
8,3/14/2018,1-50,8,0.7842,1.5684,0.0125,0.3758,0.7516,0.0060128,,
8,3/14/2018,2-10,8,0.7828,1.5656,0.0125,0.4086,0.8172,0.0065376,,
8,3/14/2018,2-30,0,,,,,,,,
8,3/14/2018,2-50,12,0.9531,1.9062,0.0229,0.8116,1.6232,0.0194784,,
8,3/14/2018,3-10,0,,,,,,,,
8,3/14/2018,3-30,0,,,,,,,,
8,3/14/2018,3-50,1,,,,,,,,
8,3/14/2018,4-10,0,,,,,,,,
8,3/14/2018,4-30,5,,,,,,,,
8,3/14/2018,4-50,0,,,,,,,,
8,3/14/2018,5-10,4,,,,,,,,
8,3/14/2018,5-30,8,0.6794,1.3588,0.0109,0.8400,1.6800,0.01344,,
8,3/14/2018,5-50,29,0.3032,0.6064,0.0176,1.4820,2.9640,0.085956,,
8,3/14/2018,6-10,0,,,,,,,,
8,3/14/2018,6-30,3,,,,,,,,
8,3/14/2018,6-50,16,0.3743,0.7486,0.0120,1.3970,2.7940,0.044704,,
8,3/27/2018,1-10,7,1.5060,3.0120,0.0211,0.1167,0.2334,0.0016338,,
8,3/27/2018,1-30,22,0.8382,1.6764,0.0369,0.3080,0.6160,0.013552,,
8,3/27/2018,1-30,18,0.7234,1.4468,0.0260,0.3567,0.7134,0.0128412,,
8,3/27/2018,2-10,13,0.7889,1.5778,0.0205,0.3079,0.6158,0.0080054,,
8,3/27/2018,2-30,5,1.5350,3.0700,0.0154,1.0670,2.1340,0.01067,,
8,3/27/2018,2-50,30,0.6210,1.2420,0.0373,0.7621,1.5242,0.045726,Greater than,
8,3/27/2018,3-10,17,0.7585,1.5170,0.0258,0.1091,0.2182,0.0037094,,
8,3/27/2018,3-30,19,0.7609,1.5218,0.0289,0.1697,0.3394,0.0064486,,
8,3/27/2018,3-50,19,0.6536,1.3072,0.0248,0.2690,0.5380,0.010222,,
8,3/27/2018,4-10,3,2.5690,5.1380,0.0154,0.3475,0.6950,0.002085,,
8,3/27/2018,4-30,14,0.7035,1.4070,0.0197,0.3937,0.7874,0.0110236,,
8,3/27/2018,4-50,5,,,,,,,,
8,3/27/2018,5-10,12,1.2200,2.4400,0.0293,0.6839,1.3678,0.0164136,,
8,3/27/2018,5-30,30,0.3751,0.7502,0.0225,0.3073,0.6146,0.018438,Greater than,
8,3/27/2018,5-50,30,0.3491,0.6982,0.0209,1.3550,2.7100,0.0813,Greater than,
8,3/27/2018,6-10,1,,,,,,,,
8,3/27/2018,6-30,27,0.5250,1.0500,0.0284,0.8877,1.7754,0.0479358,,
8,3/27/2018,6-50,21,0.5913,1.1826,0.0248,1.0660,2.1320,0.044772,,
8,4/11/2018,1-10,19,0.9199,1.8398,0.0350,0.0910,0.1820,0.00345762,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,1-30,1,,,,,,,Less Than. Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,1-50,2,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,2-10,6,1.3350,2.6700,0.0160,0.1252,0.2504,0.0015024,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,2-30,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,2-50,19,0.9361,1.8722,0.0356,0.6068,1.2136,0.0230584,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,3-10,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,3-30,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,3-50,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,4-10,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,4-30,11,0.4451,0.8902,0.0098,0.2390,0.4780,0.005258,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,4-50,10,0.8016,1.6032,0.0160,0.1055,0.2110,0.00211,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,5-10,30,0.7593,1.5186,0.0456,0.0854,0.1708,0.0051252,Greater than. Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,,0,,,,,,,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,5-50,10,0.7240,1.4480,0.0145,1.0930,2.1860,0.02186,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,6-10,10,2.2790,4.5580,0.0456,0.6621,1.3242,0.013242,Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,6-30,0,,,,,,,syringe was closed. PVC fell out over night. Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/11/2018,6-50,30,1.4440,2.8880,0.0866,0.6480,1.2960,0.03888,Greater than. Syringes were not acid washed (acid bath not clean). Handwashed with phosphorous free soap and rinsed with DI.,
8,4/25/2018,1-10,7,0.8258,1.6516,0.0116,0.0644,0.1288,0.00090132,,
8,4/25/2018,1-30,20,0.3818,0.7636,0.0153,0.0789,0.1578,0.0031564,,
8,4/25/2018,1-50,16,0.2618,0.5236,0.0084,0.0427,0.0853,0.00136512,,
8,4/25/2018,2-10,12,0.5980,1.1960,0.0144,0.0543,0.1085,0.00130224,,
8,4/25/2018,2-30,5,0.6723,1.3446,0.0067,0.3913,0.7826,0.003913,,
8,4/25/2018,2-50,30,0.3664,0.7328,0.0220,0.5898,1.1796,0.035388,Greater than,
8,4/25/2018,3-10,15,0.4366,0.8732,0.0131,0.0317,0.0633,0.0009498,,
8,4/25/2018,3-30,20,0.3670,0.7340,0.0147,0.0483,0.0966,0.0019324,,
8,4/25/2018,3-50,18,0.5185,1.0370,0.0187,0.0825,0.1650,0.00297036,,
8,4/25/2018,4-10,0,,,,,,,,
8,4/25/2018,4-30,16,0.4078,0.8156,0.0130,0.0793,0.1586,0.00253728,,
8,4/25/2018,4-50,3,,,,,,,,
8,4/25/2018,5-10,10,2.2630,4.5260,0.0453,0.0913,0.1827,0.0018266,,
8,4/25/2018,5-30,30,0.3275,0.6550,0.0197,0.0306,0.0612,0.0018372,,
8,4/25/2018,5-50,30,0.2740,0.5480,0.0164,0.8407,1.6814,0.050442,Greater than,
8,4/25/2018,6-10,1,,,,,,,,
8,4/25/2018,6-30,6,0.8274,1.6548,0.0099,0.5665,1.1330,0.006798,,
8,4/25/2018,6-50,16,0.3705,0.7410,0.0119,0.8199,1.6398,0.0262368,,
8,5/9/2018,2,,1.7240,3.4480,,0.2530,0.5060,,,
8,5/9/2018,1-10,28,0.4409,0.8818,0.0247,0.0506,0.1012,0.0028336,,
8,5/9/2018,1-30,25,0.7980,1.5960,0.0399,0.0932,0.1864,0.00466,,
8,5/9/2018,1-50,30,0.4086,0.8172,0.0245,0.0761,0.1522,0.0045666,Greater than,
8,5/9/2018,2-10,30,0.6498,1.2996,0.0390,0.0525,0.1049,0.0031476,Greater than,
8,5/9/2018,2-30,19,0.3688,0.7376,0.0140,0.2254,0.4508,0.0085652,,
8,5/9/2018,2-50,30,0.4455,0.8910,0.0267,0.5726,1.1452,0.034356,Greater than,
8,5/9/2018,3-10,30,0.2738,0.5476,0.0164,0.0555,0.1110,0.0033306,Greater than,
8,5/9/2018,3-30,30,0.2220,0.4440,0.0133,0.0323,0.0645,0.001935,Greater than,
